term_id	ontology	label	definition	synonyms	deprecated	directly_referenced	label_only
BTO:0000189	BTO	small cell lung cancer cell	A cell of a common, highly malignant form of bronchogenic carcinoma in the wall of a major bronchus, occurring mainly in middle-aged individuals with a history of tobacco smoking; it is radiosensitive and has small oval undifferentiated cells that are intensely hematoxyphilic. Metastasis to the hilum and to mediastinal lymph nodes is common.			FALSE	FALSE
BTO:0000190	BTO	Ehrlich tumor carcinoma cell	A Ehrlich tumor carcinoma is a transplantable, poorly differentiated malignant tumour which appeared originally as a spontaneous breast carcinoma in a mouse. It grows in both solid and ascitic forms.			FALSE	FALSE
BTO:0000191	BTO	medullary carcinoma cell	A cell of a carcinoma composed mainly of epithelial elements with little or no stroma. Medullary carcinomas of the breast constitute 5%-7% of all mammary carcinomas; medullary carcinomas of the thyroid comprise 3%-10% of all thyroid malignancies.			FALSE	FALSE
BTO:0000192	BTO	nasopharyngeal carcinoma cell	A cell of a disease in which cancer (malignant) cells are found in the tissues of the nasopharynx.			FALSE	FALSE
BTO:0000193	BTO	rectal cancer cell	Cancer cell of the rectum.			FALSE	FALSE
BTO:0000194	BTO	endometrioid carcinoma cell	Ovarian carcinoma cell which resembles typical carcinoma of the endometrium and may be seen with a synchronous endometrial carcinoma. When they appear together, both tend to be of low stage.			FALSE	FALSE
BTO:0000195	BTO	CACO-2 cell	Human colon adenocarcinoma cell line, established from the primary colon tumor (adenocarcinoma) of a 72-year-old Caucasian man in 1974.			TRUE	FALSE
BTO:0000196	BTO	thyroid cancer cell	Cancer cell of the thyroid gland.			FALSE	FALSE
BTO:0000197	BTO	carcinosarcoma cell	A cell of a malignant tumor that is a mixture of carcinoma (cancer of epithelial tissue, which is skin and tissue that lines or covers the internal organs) and sarcoma (cancer of connective tissue, such as bone, cartilage, and fat).			FALSE	FALSE
BTO:0000198	BTO	cardia	The opening of the esophagus into the stomach; also: the part of the stomach adjoining this opening.			FALSE	FALSE
BTO:0000199	BTO	cardiac muscle	The principal muscle tissue of the vertebrate heart made up of striated fibers that appear to be separated from each other under the electron microscope but that function in long-term rhythmic contraction as if in protoplasmic continuity.			FALSE	FALSE
BTO:0000200	BTO	culture condition:2-chloropropionate-grown cell				FALSE	FALSE
BTO:0000201	BTO	pheochromocytoma cell line				FALSE	FALSE
BTO:0000202	BTO	sense organ	A bodily structure that receives a stimulus (as heat or sound waves) and is affected in such a manner as to initiate a wave of excitation in associated sensory nerve fibers which convey specific impulses to the central nervous system where they are interpreted as corresponding sensations: RECEPTOR.			FALSE	FALSE
BTO:0000203	BTO	respiratory system	A system of organs subserving the function of respiration and in air-breathing vertebrates consisting typically of the lungs and their nervous and circulatory supply and the channels by which these are continuous with the outer air.			TRUE	FALSE
BTO:0000204	BTO	carotid body	A small cluster of chemoreceptive and supporting cells located near the bifurcation of the internal carotid artery. The carotid body, which is richly supplied with fenestrated capillaries, senses the pH, carbon dioxide, and oxygen concentrations in the blood and plays a crucial role in their homeostatic control.			FALSE	FALSE
BTO:0000205	BTO	nerve plexus	A plexus made up of intermingled nerve fibers.			FALSE	FALSE
BTO:0000206	BTO	cartilage	A specialized, fibrous connective tissue, forming most of the temporary skeleton of the embryo, providing a model in which most of the bones develop, and constituting an important part of the growth mechanism of the organism. It exists in several types, the most important of which are hyaline cartilage, elastic cartilage, and fibrocartilage. Also used as a general term to designate a mass of such tissue in a particular site in the body.			FALSE	FALSE
BTO:0000207	BTO	tibial cartilage	Cartilage pertaining to the tibia.			FALSE	FALSE
BTO:0000208	BTO	caryopsis	Simple, dry, indehiscent fruit with a single seed that is fused to the ovary wall, example: wheat.			TRUE	FALSE
BTO:0000209	BTO	corpus epididymis	The body of the epididymis.			FALSE	FALSE
BTO:0000210	BTO	cauda epididymis	The tail of the epididymis.			FALSE	FALSE
BTO:0000211	BTO	caudate nucleus	One of the centrally-located portions of the brain affected by Huntington's Disease. Speech and swallowing problems arise when this region and another region called the putamen are affected.			FALSE	FALSE
BTO:0000212	BTO	caudate putamen	A centrally-located portion of the brain affected by Huntington's Disease. The putamen is structurally similar to the caudate nucleus together with which it composes what is termed the striatum.			FALSE	FALSE
BTO:0000213	BTO	cecum mucosa				TRUE	FALSE
BTO:0000214	BTO	cell culture	Cells taken from a living organism and grown under controlled conditions (in culture). Methods used to maintain cell lines or strains.			FALSE	FALSE
BTO:0000215	BTO	culture condition:galactonate-grown cell				FALSE	FALSE
BTO:0000216	BTO	culture condition				FALSE	FALSE
BTO:0000217	BTO	MH-7777A cell	Rat hepatoma, established from the liver tumor of a Buffalo rat; tumor cells were propagated in the hind leg.			FALSE	FALSE
BTO:0000218	BTO	BALB/3T3 cell	The BALB/3T3 clone A31 is one of several cell lines (see BALB/3T12) developed in 1968 from disaggregated 14- to 17-day-old BALB/c mouse embryos.			FALSE	FALSE
BTO:0000219	BTO	plastron	The ventral part of the shell of a turtle or tortoise.			FALSE	FALSE
BTO:0000220	BTO	MH1C1 cell	Rat hepatoma, a clonal strain of epithelial cells was derived from a transplantable Morris hepatoma (#7795, Buffalo strain) in 1967; cells were described to synthesize and to secrete serum albumin and serum complement component C9.			FALSE	FALSE
BTO:0000221	BTO	cell suspension culture	Particles floating in (not necessarily on) a liquid medium, or the mix of particles and liquid itself.			FALSE	FALSE
BTO:0000222	BTO	myoblast	An embryonic cell that becomes a cell of muscle fiber.			FALSE	FALSE
BTO:0000223	BTO	teratocarcinoma cell	A malignant tumor cell of the testis composed of teratoma and embryonal carcinoma.			FALSE	FALSE
BTO:0000224	BTO	liver cell line				FALSE	FALSE
BTO:0000225	BTO	CEM-C1 cell	CEM is a camptothecin (CPT) resistant derivative of the human T cell leukemia cell line CCRF-CEM. The cell line was selected and subcloned in 1991 for resistance to CPT. Established from an 4-year-old caucasian female with acute lymphoblastic leukemia.			FALSE	FALSE
BTO:0000226	BTO	gitter cell	A microglial cell that is globular and swollen after having phagocytized debris from cells destroyed pathologically in the central nervous system.			FALSE	FALSE
BTO:0000227	BTO	central nervous system	The central nervous system is that part of the nervous system that consists of the brain and spinal cord. The central nervous system (CNS) is one of the two major divisions of the nervous system. The other is the peripheral nervous system (PNS) which is outside the brain and spinal cord.			TRUE	FALSE
BTO:0000228	BTO	C-1300 cell	Mouse neuroblastoma cell line.			FALSE	FALSE
BTO:0000229	BTO	centrum semiovale	The white matter of the cerebral hemispheres which underlies the cerebral cortex and which, in horizontal sections superior to the corpus callosum, has a semioval shape; it contains projection, commissural, and association fibers.			FALSE	FALSE
BTO:0000230	BTO	subarachnoid space	The space between the arachnoidea mater and the pia mater, containing cerebrospinal fluid and bridged by delicate trabeculae.			FALSE	FALSE
BTO:0000231	BTO	cerebral hemisphere	Either of the two hollow convoluted lateral halves of the cerebrum.			FALSE	FALSE
BTO:0000232	BTO	cerebellum	A large dorsally projecting part of the brain concerned especially with the coordination of muscles and the maintenance of bodily equilibrium, situated between the brain stem and the back of the cerebrum , and formed in humans of two lateral lobes and a median lobe.			TRUE	FALSE
BTO:0000233	BTO	cerebral cortex	The surface layer of gray matter of the cerebrum that functions chiefly in coordination of sensory and motor information.			FALSE	FALSE
BTO:0000234	BTO	vein	Any of the tubular branching vessels that carry blood from the capillaries toward the heart.			FALSE	FALSE
BTO:0000235	BTO	basal ganglion	Any of four deeply placed masses of gray matter (as the amygdala) in each cerebral hemisphere. Location: The basal ganglion is located deep within the cerebral hemispheres in the telencephalon region of the brain. It consists of the corpus stratium, subthalamic nucleus and the substantia nigra.			FALSE	FALSE
BTO:0000236	BTO	cerebral white matter	Whitish nerve tissue, especially of the brain and spinal cord, consisting chiefly of myelinated nerve fibers.			FALSE	FALSE
BTO:0000237	BTO	cerebrospinal fluid	The serumlike fluid that circulates through the ventricles of the brain, the cavity of the spinal cord, and the subarachnoid space, functioning in shock absorption. A liquid that is comparable to serum but contains less dissolved material, that is secreted from the blood into the lateral ventricles of the brain by the choroid plexus, circulates through the ventricles to the spaces between the meninges about the brain and spinal cord, and is resorbed into the blood through the subarachnoid sinuses, and that serves chiefly to maintain uniform pressure within the brain and spinal cord.			TRUE	FALSE
BTO:0000238	BTO	cerebrovascular endothelial cell	Endothelial cell of or involving the cerebrum and the blood vessels supplying it.			FALSE	FALSE
BTO:0000239	BTO	telencephalon	An enlarged anterior or upper part of the brain; especially: the expanded anterior portion of the brain that in higher mammals overlies the rest of the brain, consists of cerebral hemispheres and connecting structures, and is considered to be the seat of conscious mental processes.			FALSE	FALSE
BTO:0000240	BTO	inferior cervical ganglion	An inconstant ganglion formed in place of the usual cervicothoracic ganglion by fusion of the lower two cervical ganglia in instances where the first thoracic ganglion remains separate.			FALSE	FALSE
BTO:0000241	BTO	cervical epithelium				FALSE	FALSE
BTO:0000242	BTO	cervical mucus	A substance produced by the cervix and endocervical glands.			FALSE	FALSE
BTO:0000243	BTO	vagina	A canal in a female mammal that leads from the uterus to the external orifice of the genital canal.			TRUE	FALSE
BTO:0000244	BTO	culture condition:chlorobenzene-induced cell				FALSE	FALSE
BTO:0000245	BTO	culture condition:chlorobenzoate-grown cell				FALSE	FALSE
BTO:0000246	BTO	CHO cell	Chinese hamster ovary cell line, that was initiated from an ovary biopsy of an adult Chinese hamster in 1957.			FALSE	FALSE
BTO:0000247	BTO	shoot tip	The terminal bud (0.1 - 1.0 mm) of a plant, which consists of the apical meristem (0.05 - 0.1 mm) and the immediate surrounding leaf primordia and developing leaves and adjacent stem tissue.			FALSE	FALSE
BTO:0000248	BTO	chondroclast	A giant cell of the class that is believed associated with the absorption of cartilage.			FALSE	FALSE
BTO:0000249	BTO	chondrocyte	Cartilage cells. They make the structural components of cartilage.			FALSE	FALSE
BTO:0000250	BTO	chondrosarcoma cell	Chondrosarcoma is a malignant tumor derived from cartilage cells or their precursors, but lacking direct osteoid formation; it occurs predominantly in the pelvis, femur, and shoulder girdle in middle-aged to older adults. It may be primary, arising from cartilage cells, or secondary to a pre-existing benign lesion.			FALSE	FALSE
BTO:0000251	BTO	chorioallantois	A vascular fetal membrane composed of the fused chorion and adjacent wall of the allantois that in the hen's egg is used as a living culture medium for viruses and for tissues.			FALSE	FALSE
BTO:0000252	BTO	chorion	The outer membrane of the two membranes enclosing the embryo in reptiles, birds, and mammals. In placental mammals it contributes to the development of the placenta.			FALSE	FALSE
BTO:0000253	BTO	BEN cell	Human lung carcinoma; established from the supraclavicular tumor cells-containing lymph node of a 71-year-old man with poorly differentiated carcinoma of the lung.			FALSE	FALSE
